Ano,OBJETO.1,OBJETO.2,VALORES PREVISTOS,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
2019,93,Indenizações e restituições,"R$ 21596793,59","R$ 117380,57","R$ 887477,29","R$ 370110,61","R$ 1251240,73","R$ 869783,51","R$ 785400,51","R$ 848759,77","R$ 908646,4","R$ 850994,58","R$ 1650082,08","R$ 1692528,42","R$ 11267003,15","R$ 21499407,62"
2019,INVERSÕES,INVERSÕES FINANCEIRAS,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2019,37,Locação de mão-de-obra,"R$ 1792529,43",R$ 0,R$ 0,"R$ 124486,69","R$ 135697,88","R$ 271352,9","R$ 135848,79",R$ 0,"R$ 291556,01","R$ 155707,22","R$ 135128,61","R$ 181664,68","R$ 161086,07","R$ 1592528,85"
2019,30,Material de consumo,"R$ 786105,94",R$ 0,"R$ 24080,83","R$ 51003,09","R$ 28581,2","R$ 110904,22",R$ 89057,"R$ 56868,8","R$ 36542,22","R$ 43116,74",R$ 102347,"R$ 110111,84","R$ 76074,48","R$ 728687,42"
2019,32,"Material, Bem ou Serv.Dist.Gratuita","R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2019,51,Obras e Instalações,"R$ 744288,78",R$ 0,R$ 0,R$ 0,"R$ 47374,88","R$ 3153,43",R$ 8690,R$ 0,R$ 0,"R$ 177656,19",R$ 0,"R$ 86792,16","R$ 2846,9","R$ 326513,56"
2019,13,Obrigações Patronais,"R$ 21829462,39","R$ 961,92","R$ 184035,91","R$ 156623,47","R$ 138468,09","R$ 137567,26","R$ 760327,31","R$ 2501661,83","R$ 2514058,23","R$ 3557820,97","R$ 4502326,07","R$ 2573092,54","R$ 4472456,07","R$ 21499399,67"
2019,47,Obrigações Tributárias e contributivas,"R$ 2247,85",R$ 0,"R$ 52,48","R$ 13,12",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 2182,25",R$ 0,"R$ 2247,85"
2019,OUTRAS,OUTRAS DESPESAS CORRENTES,"R$ 59112982,26","R$ 2179897,68","R$ 3189592,43","R$ 3265767,27","R$ 3880544,6","R$ 4597702,98","R$ 3743445,57","R$ 3854593,48","R$ 4193310,76","R$ 4109182,84","R$ 4638081,87","R$ 4798947,35","R$ 14799951,25","R$ 57251018,08"
2019,16,Outras despesas variáveis - pessoal civíl,"R$ 15086446,42","R$ 1131841,09","R$ 1094262,97","R$ 1061152,43","R$ 1147140,33","R$ 1199597,42","R$ 1157507,57","R$ 1110008,99","R$ 1131560,87","R$ 1229468,91","R$ 1195451,14","R$ 1224733,66","R$ 2403721,04","R$ 15086446,42"
2019,08,Outros Benefícios Assistenciais,"R$ 7297304,86","R$ 595850,58","R$ 581269,39","R$ 668694,59","R$ 599342,85","R$ 594278,51","R$ 608945,89","R$ 599740,45","R$ 598966,15","R$ 614447,93","R$ 598481,06","R$ 612392,23","R$ 624895,23","R$ 7297304,86"
2019,05,Outros benefícios previdenciários,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2019,39,Outros Serviços de Terc. PJ,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2019,39,Outros Serviços de Terc. PJ,"R$ 6389652,70","R$ 156566,8","R$ 379981,1","R$ 436714,54","R$ 343819,19","R$ 536986,48","R$ 629486,35","R$ 496584,91","R$ 672731,49","R$ 593956,19","R$ 487232,74","R$ 466365,56","R$ 818748,59","R$ 6019173,94"
2019,36,Outros Serviços de Terc.P.Física,"R$ 181332,33",R$ 0,R$ 0,"R$ 20861,93","R$ 36723,86","R$ 15322,73",R$ 5000,"R$ 16079,36","R$ 10475,93","R$ 15858,43","R$ 10858,43","R$ 10749,16","R$ 12382,5","R$ 154312,33"
2019,33,Passagens e despesas c/ locom.,"R$ 557179,01","R$ 13563,18","R$ 20656,13","R$ 31861,74","R$ 80475,98","R$ 70901,75","R$ 53455,17","R$ 18285,44","R$ 22987,86","R$ 62824,29",R$ 0,"R$ 55195,5","R$ 51737,56","R$ 481944,60"
2019,03,Pensões,"R$ 6389227,36","R$ 855905,24","R$ 865708,78","R$ 1029927,48","R$ 930948,98","R$ 1069253,48","R$ 890299,81",R$ 0,R$ 0,"R$ 177438,09","R$ 375559,86",R$ 0,"R$ 193447,5","R$ 6388489,22"
2019,PESSOAL,PESSOAL E ENCARGOS SOCIAIS,"R$ 237482095,21","R$ 17283133,41","R$ 14108794,3","R$ 16191427,39","R$ 14495184,42","R$ 16339254,66","R$ 21258097,63","R$ 18882852,29","R$ 15904050,01","R$ 20854386,72","R$ 23201858,37","R$ 14953268,15","R$ 34260604,44","R$ 227732911,79"
2019,31,"Premiaçoes culturais, Art. Cient.Desp.","R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2019,96,Ressarc. Desp pessoal requisitado,"R$ 87344,58",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 52248,72",R$ 0,"R$ 52248,72"
2019,91,Sentenças Judiciais,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2019,35,Serviço de Consultoria,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2019,40,Serviços de Tecnologia de Informação e Comu,"R$ 2078030,46",R$ 0,R$ 0,"R$ 159860,72","R$ 49849,83","R$ 242893,03","R$ 57011,91","R$ 244018,72","R$ 49095,81","R$ 184970,5","R$ 53918,85","R$ 310282,77","R$ 195448,84","R$ 1547350,98"
2019,11,Vencimentos e vantagens fixas,"R$ 166768635,81","R$ 13095467,31","R$ 9777502,42","R$ 11526272,06","R$ 10105893,77","R$ 11434389,53","R$ 10837338,9","R$ 13126768,95","R$ 10201554,64","R$ 13879028,33","R$ 16199255,54","R$ 10883268,98",R$ 26365397,"R$ 157432137,43"
2020,INVESTIMENTO,,"R$ 2019026,69",R$ 0,R$ 0,"R$ 4916,9",R$ 0,"R$ 1734,4","R$ 2329,32","R$ 73514,66","R$ 52658,16","R$ 158673,15",R$ 83028,"R$ 51863,88",R$ 24718,"R$ 453436,47"
2020,01,Aposentadorias,"R$ 1889115,30",R$ 0,"R$ 440245,48","R$ 232822,18","R$ 202850,99","R$ 173153,82","R$ 116001,23","R$ 116001,23","R$ 116001,23","R$ 51745,99","R$ 51124,98","R$ 32388,22","R$ 32351,5","R$ 1564686,85"
2020,61,Aquisição de Imóveis,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2020,46,Auxílio alimentação,"R$ 16472852,93","R$ 1383645,59","R$ 1398791,03","R$ 1365022,87","R$ 1392068,19","R$ 1393150,03",R$ 1389750,"R$ 1396086,38","R$ 1399409,1","R$ 1397477,3","R$ 1169528,26","R$ 1401941,96","R$ 1385982,22","R$ 16472852,93"
2020,42,Auxílios,"R$ 30000,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2020,04,Contratação por tempo determinado,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2020,41,Contribuições,"R$ 2033140,30",R$ 0,R$ 256000,R$ 114000,R$ 0,R$ 256000,R$ 256000,R$ 0,R$ 202000,R$ 0,"R$ 280103,76",R$ 0,"R$ 140051,88","R$ 1504155,64"
2020,41,Contribuições (transferência a fundos - previdência),"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2020,92,Despesas de exercícios anteriores,"R$ 14240878,88","R$ 10011,96","R$ 32920,93","R$ 64324,21",R$ 7000,R$ 7000,R$ 7000,"R$ 106325,96","R$ 12555,82","R$ 11424404,8","R$ 194709,58","R$ 82589,8","R$ 2103569,76","R$ 14052412,82"
2020,14,Diárias,"R$ 301413,75","R$ 24584,96","R$ 38011,63","R$ 49836,67","R$ 3856,72","R$ 9159,71","R$ 2410,45","R$ 4338,8","R$ 8416,46","R$ 14101,46","R$ 29575,98","R$ 77353,39","R$ 12802,69","R$ 274448,92"
2020,52,Equipamento e material permanente,"R$ 1687105,50",R$ 0,R$ 0,"R$ 4916,9",R$ 0,"R$ 1734,4","R$ 2329,32","R$ 73514,66","R$ 52658,16","R$ 56806,97",R$ 83028,"R$ 44319,48",R$ 24718,"R$ 344025,89"
2020,93,Indenizações e restituições,"R$ 24252827,28","R$ 78208,53","R$ 3230867,46","R$ 1647965,13","R$ 944248,9","R$ 821072,99","R$ 794846,58","R$ 788491,47","R$ 947737,43","R$ 926324,37","R$ 820955,98","R$ 4217511,92","R$ 8560603,9","R$ 23778834,66"
2020,INVERSÕES,INVERSÕES FINANCEIRAS,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2020,37,Locação de mão-de-obra,"R$ 1685198,67",R$ 0,"R$ 161086,07",R$ 0,"R$ 161086,07","R$ 161086,07","R$ 90642,34",R$ 0,"R$ 255144,22","R$ 151337,05","R$ 152899,95","R$ 174257,73","R$ 174257,73","R$ 1481797,23"
2020,30,Material de consumo,"R$ 996432,41",R$ 1000,R$ 28000,"R$ 114650,19","R$ 140391,07","R$ 75117,96","R$ 45935,89","R$ 72839,81","R$ 55549,97","R$ 54172,93","R$ 77288,95","R$ 43090,57","-R$ 6065,32","R$ 701972,02"
2020,32,"Material, Bem ou Serv.Dist.Gratuita","R$ 10000,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2020,51,Obras e Instalações,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2020,13,Obrigações Patronais,"R$ 39524572,03",R$ 0,"R$ 5981809,3","R$ 2581556,55","R$ 3040926,68","R$ 2620565,34","R$ 2569075,32","R$ 3032942,35","R$ 3092104,92","R$ 3112249,25","R$ 3119291,95","R$ 3157962,98","R$ 6303802,14","R$ 38612286,78"
2020,47,Obrigações Tributárias e contributivas,"R$ 2464,04",R$ 0,R$ 0,"R$ 133,16","R$ 839,69",R$ 0,R$ 0,R$ 0,R$ 0,"R$ 991,19",R$ 0,R$ 250,R$ 0,"R$ 2214,04"
2020,OUTRAS,OUTRAS DESPESAS CORRENTES,"R$ 77476032,18","R$ 2258323,96","R$ 6891121,37","R$ 6368555,26","R$ 5598413,76","R$ 5053754,88","R$ 4760108,33","R$ 4027049,85","R$ 5376048,42","R$ 5553116,22","R$ 5074890,61","R$ 7451942,33","R$ 12410556,58","R$ 70823881,57"
2020,16,Outras despesas variáveis - pessoal civíl,"R$ 12711826,33",R$ 0,"R$ 2315220,49","R$ 1109978,56","R$ 1034586,96","R$ 865108,54","R$ 1012465,94","R$ 1017906,44","R$ 1077024,63","R$ 1087251,58","R$ 1040068,59","R$ 1126171,12","R$ 1024027,47","R$ 12709810,32"
2020,08,Outros Benefícios Assistenciais,"R$ 14809300,37","R$ 607890,74","R$ 1239964,25","R$ 1266601,08","R$ 1281195,13","R$ 1281498,06","R$ 1284870,35","R$ 723141,4","R$ 1274169,69","R$ 1929949,18","R$ 1285916,68","R$ 809920,86","R$ 1740046,6","R$ 14725164,02"
2020,05,Outros benefícios previdenciários,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2020,39,Outros Serviços de Terc. PJ,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2020,39,Outros Serviços de Terc. PJ,"R$ 7255968,99","R$ 92895,79","R$ 449475,93","R$ 762764,36","R$ 618554,06","R$ 410424,25","R$ 583227,03","R$ 688034,89","R$ 458602,64","R$ 654305,65","R$ 196845,58","R$ 820340,53","R$ 551264,69","R$ 6286735,40"
2020,36,Outros Serviços de Terc.P.Física,"R$ 350819,17",R$ 0,"R$ 5382,5","R$ 46479,27","R$ 27382,5","R$ 27982,5",R$ 23800,"R$ 29437,5",R$ 28800,R$ 28800,R$ 1800,R$ 55800,R$ 28800,"R$ 304464,27"
2020,39,Outros Serviços de Terceiros - Pessoa Jurídica - INTRA,"R$ 1255000,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 69879,71","R$ 294238,19","R$ 388688,56",R$ 0,R$ 0,"R$ 752806,46"
2020,33,Passagens e despesas c/ locom.,"R$ 603169,55",R$ 0,R$ 0,"R$ 100905,4","R$ 11639,04",R$ 0,R$ 0,R$ 0,R$ 0,"R$ 10709,85","R$ 8918,51",R$ 0,"R$ 34285,42","R$ 166458,22"
2020,03,Pensões,"R$ 186605,54",R$ 0,"R$ 7796,14",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 7796,14"
2020,PESSOAL,PESSOAL E ENCARGOS SOCIAIS,"R$ 243310312,73","R$ 48112,35","R$ 34100207,27","R$ 14222617,18","R$ 13966933,59","R$ 14154810,28","R$ 15022739,19","R$ 16961662,38","R$ 23045773,66","R$ 30184649,47","R$ 17160056,9","R$ 25048159,78","R$ 32626369,56","R$ 236542091,61"
2020,31,"Premiaçoes culturais, Art. Cient.Desp.","R$ 9171,30",R$ 0,R$ 6400,R$ 1050,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 7450,00"
2020,96,Ressarc. Desp pessoal requisitado,"R$ 309357,26",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2020,91,Sentenças Judiciais,"R$ 1343916,16",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 1288081,64","R$ 1288081,64"
2020,35,Serviço de Consultoria,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2020,40,Serviços de Tecnologia de Informação e Comu,"R$ 8610154,43","R$ 70098,35","R$ 109275,17","R$ 965420,57","R$ 1125093,06","R$ 681290,28","R$ 351625,69","R$ 316639,75","R$ 734646,34","R$ 127922,07","R$ 712148,64","R$ 66865,73","R$ 71782,29","R$ 5332807,94"
2020,11,Vencimentos e vantagens fixas,"R$ 172234081,41","R$ 38100,39","R$ 25290082,26","R$ 10167662,24","R$ 9573628,29","R$ 10425955,61","R$ 11255196,7","R$ 12696526,25","R$ 18689779,92","R$ 14573651,01","R$ 12705081,56","R$ 20441201,7","R$ 21591281,53","R$ 167448147,46"
2021,INVESTIMENTO,,"R$ 5342245,79",R$ 0,R$ 0,"R$ 8655,58",R$ 0,R$ 7200,"R$ 283971,01",R$ 1420,"R$ 31343,33",R$ 7410,"R$ 64422,36","R$ 220481,81","R$ 71217,92","R$ 696121,85"
2021,01,Aposentadorias,"R$ 211242,66",R$ 0,R$ 0,"R$ 2108,65",R$ 0,R$ 0,R$ 0,R$ 0,"R$ 32309,67",R$ 34351,"R$ 32461,83","R$ 32461,83","R$ 77380,65","R$ 211073,93"
2021,61,Aquisição de Imóveis,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2021,46,Auxílio alimentação,"R$ 20004989,56","R$ 1187681,85","R$ 1395497,12","R$ 1387573,76","R$ 1377487,39","R$ 1377077,01","R$ 1391713,5","R$ 1398274,54","R$ 1396934,17",R$ 1396838,"R$ 1625702,98","R$ 1367850,13","R$ 3996983,17","R$ 19299613,76"
2021,42,Auxílios,"R$ 28671,50",R$ 0,R$ 0,"R$ 8655,58",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 8655,58"
2021,04,Contratação por tempo determinado,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2021,41,Contribuições,"R$ 1815127,43","R$ 140051,88",R$ 0,"R$ 449216,01",R$ 0,R$ 0,R$ 0,"R$ 171717,28",R$ 0,R$ 171717,"R$ 171717,28",R$ 0,"R$ 171717,28","R$ 1276137,01"
2021,41,Contribuições (transferência a fundos - previdência),"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2021,92,Despesas de exercícios anteriores,"R$ 22037958,76","R$ 335214,98","R$ 223073,14","R$ 206711,15","R$ 286844,94",R$ 123000,"R$ 4309129,86","R$ 249181,64","R$ 6730,3",R$ 37392,R$ 0,R$ 0,"R$ 14801326,55","R$ 20578604,23"
2021,14,Diárias,"R$ 372328,68",R$ 0,"R$ 4338,8","R$ 16551,8","R$ 5266,14","R$ 18518,6","R$ 11986,31","R$ 25351,45","R$ 25745,42",R$ 13119,"R$ 47913,49","R$ 161510,66","R$ 37477,56","R$ 367779,23"
2021,52,Equipamento e material permanente,"R$ 1758484,98",R$ 0,R$ 0,R$ 0,R$ 0,R$ 7200,"R$ 283971,01",R$ 1420,"R$ 31343,33",R$ 7410,"R$ 64422,36","R$ 220481,81","R$ 71217,92","R$ 687466,27"
2021,93,Indenizações e restituições,"R$ 80021181,13","R$ 1431052,81","R$ 1247046,36","R$ 1294088,85","R$ 1712039,53","R$ 6898236,86","R$ 817981,65","R$ 1176535,56","R$ 1075649,31",R$ 6045957,"R$ 2813461,09","R$ 4338436,61","R$ 51161180,11","R$ 80011665,58"
2021,INVERSÕES,INVERSÕES FINANCEIRAS,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 1420,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 1420,00"
2021,37,Locação de mão-de-obra,"R$ 2187691,13",R$ 0,R$ 0,"R$ 174257,73","R$ 348515,46","R$ 174257,73",R$ 0,"R$ 159402,71","R$ 229031,97",R$ 183693,R$ 183693,R$ 183693,R$ 183693,"R$ 1820237,60"
2021,30,Material de consumo,"R$ 609755,80",R$ 0,R$ 13000,"R$ 87919,33","R$ 41890,61","R$ 27732,19",R$ 7380,"R$ 49208,99","R$ 71103,25",R$ 41400,"R$ 80282,39","R$ 34472,61","R$ 40550,5","R$ 494939,52"
2021,32,"Material, Bem ou Serv.Dist.Gratuita","R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2021,51,Obras e Instalações,"R$ 3404272,94",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2021,13,Obrigações Patronais,"R$ 47646201,25","R$ 1674327,44","R$ 3616458,82","R$ 3091342,53","R$ 3100991,32","R$ 3133945,81","R$ 3251056,34","R$ 3064982,17","R$ 3327359,26",R$ 3237190,"R$ 2976435,66","R$ 4226478,8","R$ 11051873,55","R$ 45752441,67"
2021,47,Obrigações Tributárias e contributivas,"R$ 8488,86","R$ 30,83",R$ 0,"R$ 1026,84","R$ 545,84","R$ 28,1","R$ 4202,72",R$ 0,"R$ 2538,33",R$ 0,"R$ 56,2","R$ 14,05",R$ 0,"R$ 8442,91"
2021,OUTRAS,OUTRAS DESPESAS CORRENTES,"R$ 128658274,88","R$ 4302317,32","R$ 4515925,81","R$ 4734189,11","R$ 5250743,31","R$ 10162921,73","R$ 3804838,22","R$ 4811707,63","R$ 5482339,84",R$ 9471151,"R$ 6022004,5","R$ 9190107,63","R$ 52195098,14","R$ 119943344,22"
2021,16,Outras despesas variáveis - pessoal civíl,"R$ 15548767,75","R$ 1144380,34","R$ 1167051,82","R$ 1210154,93","R$ 1108171,64","R$ 1112067,82","R$ 1180910,47","R$ 1194737,04","R$ 1257093,41",R$ 1230648,R$ 0,"R$ 2420151,62","R$ 2520021,12","R$ 15545388,19"
2021,08,Outros Benefícios Assistenciais,"R$ 11264384,70","R$ 1278668,08","R$ 1304711,66","R$ 800334,73","R$ 819857,09","R$ 890737,64","R$ 832031,81","R$ 850489,25","R$ 909779,77",R$ 883206,"R$ 35462,22","R$ 1768880,42","R$ 890225,83","R$ 11264384,70"
2021,05,Outros benefícios previdenciários,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2021,39,Outros Serviços de Terc. PJ,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2021,39,Outros Serviços de Terc. PJ,"R$ 5481791,41","R$ 616,89","R$ 380742,63","R$ 252382,26","R$ 302914,91","R$ 329062,17","R$ 396095,19","R$ 397734,34","R$ 593643,77",R$ 384856,"R$ 407603,11","R$ 390176,29","R$ 383883,89","R$ 4219711,48"
2021,36,Outros Serviços de Terc.P.Física,"R$ 1683591,43",R$ 0,R$ 28800,R$ 27000,R$ 28560,R$ 23750,"R$ 183034,89","R$ 202006,35","R$ 209130,5",R$ 200346,"R$ 199167,69","R$ 191542,69","R$ 352087,15","R$ 1645424,77"
2021,39,Outros Serviços de Terceiros - Pessoa Jurídica - INTRA,"R$ 1017247,56",R$ 0,R$ 0,R$ 0,"R$ 291789,48","R$ 75411,17","R$ 75238,29","R$ 71226,19","R$ 71925,88",R$ 71408,"R$ 131394,26","R$ 74190,93","R$ 131861,58","R$ 994446,28"
2021,33,Passagens e despesas c/ locom.,"R$ 180405,51",R$ 0,"R$ 2716,1","R$ 1832,87","R$ 4240,86","R$ 6124,67",R$ 0,"R$ 38452,1","R$ 2823,45",R$ 16282,"R$ 7933,52",R$ 0,R$ 0,"R$ 80405,52"
2021,03,Pensões,"R$ 70,19",R$ 0,R$ 0,"R$ 70,19",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 70,19"
2021,PESSOAL,PESSOAL E ENCARGOS SOCIAIS,"R$ 267251404,59","R$ 19304453,64","R$ 15042568,75","R$ 16889893,84","R$ 17116053,45","R$ 17005651,96","R$ 24013488,34","R$ 21691078,65","R$ 18012912,01",R$ 18190008,"R$ 7176962,62","R$ 32827592,44","R$ 56448867,31","R$ 263719531,50"
2021,31,"Premiaçoes culturais, Art. Cient.Desp.","R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2021,96,Ressarc. Desp pessoal requisitado,"R$ 267961,94",R$ 0,"R$ 16883,12","R$ 110999,19","R$ 6854,14",R$ 0,"R$ 16883,1","R$ 5627,7","R$ 11255,4",R$ 0,"R$ 5586,98","R$ 59901,56","R$ 5586,98","R$ 239578,17"
2021,91,Sentenças Judiciais,"R$ 877663,77",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 8026,09","R$ 630446,15",R$ 228958,R$ 0,R$ 0,"R$ 10233,77","R$ 877663,76"
2021,35,Serviço de Consultoria,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2021,40,Serviços de Tecnologia de Informação e Comu,"R$ 9028313,80",R$ 0,R$ 0,"R$ 109573,14","R$ 104567,89","R$ 354887,51","R$ 88707,99","R$ 271248,24","R$ 894034,02",R$ 61301,"R$ 317617,27","R$ 679340,24","R$ 445084,59","R$ 3326361,61"
2021,11,Vencimentos e vantagens fixas,"R$ 175795332,52","R$ 16414745,86","R$ 10158174,99","R$ 12400938,99","R$ 12826259,52","R$ 12623736,41","R$ 15251974,44","R$ 17168584,64","R$ 12747717,82",R$ 13422498,"R$ 4162478,15","R$ 26088598,63","R$ 22382798,17","R$ 175648505,61"
2022,INVESTIMENTO,,"R$ 21867228,66",R$ 0,R$ 0,"R$ 25092,69","R$ 47377,22","R$ 848764,88","R$ 75292,57","R$ 73595,81","R$ 310759,35","R$ 386678,4","R$ 155949,47","R$ 273462,26","R$ 1015287,99","R$ 3212260,64"
2022,01,Aposentadorias,"R$ 139709,58",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 69854,79","R$ 69854,79",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 139709,58"
2022,61,Aquisição de Imóveis,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2022,46,Auxílio alimentação,"R$ 24065606,02","R$ 1381454,66","R$ 2186915,12","R$ 259170,89","R$ 3021741,7","R$ 1773766,42","R$ 1748892,61","R$ 1939128,99","R$ 1743050,87","R$ 1369454,8","R$ 277181,08","R$ 1661896,9","R$ 5924808,12","R$ 23287462,16"
2022,42,Auxílios,"R$ 33394,63",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 33394,63",R$ 0,R$ 0,"R$ 33394,63"
2022,04,Contratação por tempo determinado,"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
2022,41,Contribuições,"R$ 2710841,09",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 871926,42",R$ 0,"R$ 532775,4","R$ 262805,56","R$ 542846,68","R$ 2210354,06"
2022,41,Contribuições (transferência a fundos - previdência),"R$ 0,00",R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,R$ 0,"R$ 0,00"
